sentiment,content
0,"@Kathleen_Bee same here : /   Coincidently, my friend just cancelled our movie date"
neutral,In bed with 2 girls
neutral,@tofuatomic my boss. She's moving to NYC
0,Frank from UPS' last day today...  sad to see him go   best delivery guy EVER!  Hope the new guy is NOT a fucktard...
0,@dsml dont depress me  I have the mother-in-law staying the weekend. Someone else to wait on other than the kids!
neutral,"@jakolien hee hee - btw thanks for your LinkedIn tips - i've still to use them, but thanks in advance"
0,"@jaycool2k I do want to go for Peaches... but also Miss Kittin, pendulum, chase&amp;status and the bloody beetroots! its not fair"
0,Now @mumbly_joe is trying to guilt me into coming to Alumni Weekend. I don't think I can make that either this year. I suck a lot.
neutral,"@LilBrownGirlie see most people didn't like deadpool cause it wasn't true to the comics, I'm guessing you like Ryan Reynolds"
neutral,"flying is falling, getting distracted and missing the ground"
neutral,p.s. @AinsleyKerr thought you were gonna follow me back on twit-har ?
neutral,@neilhimself you didn't give out #followfriday advice like i told you?
neutral,"Mayne, its getting hot out here in georgia.."
neutral,@GauravSaha Two more tweets to go for 2345 tweets
neutral,Off to bed .. Nighty night everyone
neutral,@webchickbot The portuguese national library could use it also. Right now they seem to be in a ca. 1995 web. Example http://u.nu/7y68
0,"I should be sleep, but im not! thinking about an old friend who I want. but he's married now. damn, &amp; he wants me 2! scandalous!"
neutral,I was so hype about it being Friday &amp; it raining outside..No rain all day... But its rainin when its time to kick-it..Mr Sun is trippin.
neutral,@DavidArchie so what cereal do you usually like?
neutral,wants to sign up for the Germany field trip pero no tengo dinero.
neutral,@aplusk maybe cause you look so innocent
neutral,This is my 201th update
neutral,alot of new pictures tweets  ; some really old some new. check out the new ones if you wish . Tweeeet. http://twitpic.com/4wtyj
neutral,"Old enough to know better, young enough to not CARE!"
0,@jjooss I think he is :[ wish we could give him a tear or some blood to make him feel better
neutral,@calebhawk i cannot deal w/ this tweet. lol.
neutral,check out this funny movie  http://tinyurl.com/d3qwar
neutral,says I've got number 10~  getting low~~ http://plurk.com/p/wxpdr
0,@Rosellyanna she forgot her words and then started crying  and she stopped singing but then carried on and then cried again so she stopped
neutral,@SnappyTouch Someone hardcoded 650mb into my brain back in the 90s
neutral,@lwmedium when i go to the ticketmaster site it says &quot;no lisa williams events to be found&quot;
neutral,@marcmawhinney We've never heard anyone say they like doing ANYTHING on Monday mornings! You must have had an early cup of coffee or two
neutral,@thetastydactyls  did you try the coat-hanger trick?
0,"Not looking forward to next week: Maths, Geography, English and French exams, totalling 7 hours"
0,ahh sore throat and tired. want to go back to bed. but have work
neutral,@caitymarie I'm not off till 930
neutral,@nadyanandita hey hey.. ketemu lagi kita di twitter
0,@nzdeany I've given up on pizza - kids would never let me have my fav  (the hot ones)
0,@rafealAnthem http://www.CultureShockMag.com  shoutz 2 @DeeJaySchemes the mix on the site is gonna b nervvoouuss
neutral,So many wires to sort out
neutral,http://tinyurl.com/d6smh5 my painthing
neutral,Going to learn the hoedown throwdown today.
neutral,"@MichaelHyatt wow, goin to Ethiopia? Biz? Holiday? Some other mission? Very keen to go there"
neutral,"@GracieAlbernaz I know told you, and it tells you last tweets and all.  Just can't get it to play music.  Have it set, but it won't play"
neutral,I just realized that I can't forward text msgs with my iPhone.
0,Already misses @CMontecillo
0,Getting bored sitting at the hotel room the entire day
0,@fiendfyre Never ever smoking around you again.
neutral,"Wathing Dollhouse on Hulu, eating the special from El Taquito and a beer. B-day week is going well"
neutral,check on ya'll in a bit. im in for a Mother's day haircut. ciao!...
0,Ugh. My feet feel like they're going to fall off.
0,i think i just good stood up...
neutral,@Karen523 it's ok lol  I think we might do the same dates.
neutral,Now i'm fully awake
neutral,@elizabethlai Just study according to the notes that you had to copy and you'll be fine.
0,@ jimithy1: can't come  msbj&lt;3
neutral,"New pollster data on party identification in the United States : Democratic (36.7%), Independent (33.5%), Republican (26.4%). OUCH."
neutral,"@iantalbot Sion and Sierre are very close about 20 km, about a 110 from where I live .  No comment about the SWiss Army dog tags"
neutral,@NotetoShells yes it does
neutral,@MistressJoJo @delicateone  good point!! Mine is on its way. How did he get delivered?  I will post pics too wen I get him
neutral,"I justwatched like, 5 straight episodes of escaped on ID Discovery channel. A guy imprisoned 6 women, killed 2 and cooked them"
neutral,My 11y/o daughter and I have just had the kind of argument I don't mind having - over who loves the other more
neutral,"Plane tickets to UK and everywhere in Europe are BEYOND cheap (for June-Oct!!), but there's NO gig in the near future announced yet"
neutral,Jensara Swann is an Act-Model ~ enjoyed shoot with jensara and friends yesterday   http://myspace.com/theveilonline
0,Roxie is not feeling very well  http://apps.facebook.com/dogbook/profile/view/6878284
0,"me and chloe are drinking away our sorrows, Dreambears SO should've got through"
neutral,Rocking out to a Shania Twain marathon
0,Got my attics w sadie art work included  good times just broke my head phones bad times still happy buy attics!
neutral,@risamarie: no i'm not going.
neutral,"@eincline that's me right now, all I can do is stare at everyone else working on thier laptops"
neutral,Just work up
0,@hammett I wish I could have time for my xbox  project all tied
0,"Was a little slow to try this one, but Ben &amp; Jerry's Mission to Marzipan is a bit of a letdown."
neutral,@teabot Use the facial recognition feature in iLife '09
neutral,@joeymcintyre BTW I STILL can't believe how Awesome the NEWJABBAKIDZ performance was...U in the masks..I screamed at my pc
neutral,"@megspptc @BJoie Yeah, what Megs said...when the After Block Party is ovah"
neutral,@tree_frog... yes they ARE!!
0,@msignorile  Weather sucks up here
neutral,"@polaroidsof182 okay cool  we can have like, a camool zoo"
0,to cold for the beach  sucky.
neutral,im seeing the hannah montana movie again today
0,@johnhensel hate u....  I have 2 wait one week to see it cuz here (Puerto Rico) is still coming soon....
neutral,@tsarnick OH! Jonas Brother's 3D movie comes out next week in Kangaroo Land  I missed it when it was here.
neutral,sAyS: wAtChInG mAtIlDa
neutral,taking requests for nkkairplay
0,@Avas_Writer aww no which one?
neutral,so very thankful for her MOM
neutral,I REALLY think there is play-doh in my tastykake brownie
neutral,Going to sleep now goodnight!  xoxo
neutral,@Suzyqbee10 I told you ... big head.
0,Hulu Desktop looks nice but not for my region
neutral,"Love song for the night, &quot;Then&quot; by Brad Paisley.  Happy Mother's Day   Love &amp; Light ~ Joy"
neutral,"@ravegabe If you do, I'm sure you'll enjoy"
neutral,Just saw a dark burgundy Scion xB. That dark shade makes it look like a minivan because the shawdows of the lines and curves are lost.
neutral,@From__Hell beeeeaaaaatooooo!!!!!
neutral,I have a cam sesh lined up tomorrow with my c4s winner  ill post screen shots in my lj. Friends only unless you convince me otherwise.
0,"At school, it's so boring"
0,"@petercoffin Maybe if we pass a lay making the #swineflu illegal, law abiding citizens won't get it"
0,"@gasfreecommute -i'd love to be able to bike/bus/walk to work, but it isn't safe in my area"
neutral,@hellosunlight I want to know when the auditions are Mander! Text or...reply please!
0,@Impala_Guy Would luv to hear music too but iï¿½m out of batteries - the tv plays besides but i think this is some kind of vampire movie
neutral,@Dhazza hehe sure thing
neutral,@EmmDeeCee no he wasn't there today
0,Listing to a sad song  so i am sad too
0,my blow torch has broken  this is a REAL bummer
0,Grr...Fatboy Slim is out of the EDC Lineup.
neutral,@ohaiijess that's odd as it's on my lap  maybe that's your cat O: s:
neutral,@ddlovato check out my twitpic telling people to buy your album!  http://www.twitpic.com/4jhn7
neutral,Mother's Day Wishes from google... Pretty &amp; beautiful flowers on google logo  http://www.google.co.in/
0,@USOuljah Ohh Emmm Geee. Souvlaki from Dimitris...I wanna go homeeee  LOL
neutral,@Reavel i would be doing the same thing pero la lavadora se daï¿½o
neutral,@marieeeeah yeeaaahh! even though i suck at twittering
0,@TeeRibbzz noo.. U dont even know how upset I am right now..
neutral,"@nimbupani Divya, thnx a lot. Bt IMO it won't resolve the renaming prob? Let me know.  Now if only #apple would act upon my feedback."
neutral,@rawrrxsteffie yeah quite a few kids in my school got swine flu. they only close down the school if its 30 kids or more
neutral,@asphotos cool  I didn't realise that you were until now
neutral,Come on Knight... It's been well over 4 hours
neutral,needs 1000 words for 502 part 2 .... then freedom ..... until another few assignments and exams
neutral,Bank holiday  Off to the station now. Catch you all later.
neutral,even if it is spf 55. Besides you don't need a 55. You are just putting more chemicals on you face. Spf 30 is a full block.
neutral,@sburkhead
neutral,woken up by mum. work
neutral,Just made breakfast for her mom
neutral,Mudweight hauled in for last time by @dandypig  http://yfrog.com/0zr2jqj
0,"hot wings cafe with willyum  mild, spicy BBQ, curly fries.. delicious!!  http://twitpic.com/4wesr"
neutral,@misshilarypaige i will HAVE to agree w/ u
neutral,@msmyers No. That would be too easy. All I have is the user manual which is not enough for me to claim his bike
neutral,@JoSH_SHeP  nope   i really want to play it aswell
neutral,Oh my 'Mix Khichadi' seems to be ready now .. time for Lunch  !
neutral,when do the stars come out??
neutral,@OXtravaganza it was only once for my big brother...and I'm done now
0,@narain Dun wanna travel all the way there for lunch now. But yeah i have been there. Nice place. Missing Shan-e-Punjab though...
0,i've got nothing witty to tweet
neutral,"@joeymcintyre Just wondering if you are going to put &quot;One Too Many&quot; on itunes.  I hope you do, it is the only cd of yours I don't have."
neutral,I'm out looking for warblers! Seen a yellow so far!  And a blue grey gnatcatcher
neutral,@BraeScotland May be back later...hope you have a good day  Byeeee xxx
neutral,@alisongo i heard it is not illegal unless you are caught
neutral,Anyone of you Indie heads know what Donie from The Hassle Merchants' surname is? @unarocks @nialler9 @karlusss Help. Need for copy.
neutral,Tired even though i didn't do much today. glad we got to catch the second half of the cavs game @juicyjesso
0,Got up early did a shit ton now im headed to cherokee park to run  and walk !
neutral,Hello Everybody   'Tis a cloudy day here in Amanzimtoti today.
neutral,Inspired to blog about something inspirational. Haha.
0,"is confused &amp; sad. oh no here comes the &quot;sweets&quot;, to cheer me up"
neutral,... Money money money...      http://twitpic.com/664uz
neutral,"In my moms hair salon, dying my hair"
neutral,Week-end is over and now it's time to get back to work
